,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Outlet_Age
6711,911,7.02,0,0.081096635,6,148.4734,1,1987,0,2,1,3563.3616,1,26
8000,911,7.02,0,0.081328781,6,150.0734,7,2002,2,1,1,4454.202,1,11
260,538,12.8,1,0.023511371,10,225.9404,1,1987,0,2,1,4950.8888,1,26
686,538,12.8,1,0.023567538,10,226.8404,9,1999,1,0,1,4500.808,1,14
964,538,12.8,1,0.023664054,10,226.0404,2,2007,2,1,1,5400.9696,1,6
1380,538,12.8,1,0.039385992,10,224.8404,0,1998,2,2,0,1575.2828,1,15
1539,538,12.8,1,0.023626808,10,223.2404,3,2009,1,2,2,2475.4444,1,4
1749,538,12.8,1,0.023526504,10,223.5404,6,2004,2,1,1,5626.01,1,9
2466,538,12.8,1,0.023530953,10,223.5404,8,1997,2,0,1,1800.3232,1,16
2615,538,12.8,1,0.023417004,10,223.8404,5,1985,1,2,3,7201.2928,1,28
871,1545,16.75,0,0.07585337,8,36.8532,9,1999,1,0,1,1150.5024,2,14
1065,1545,16.75,0,0.126765903,8,35.7532,0,1998,2,2,0,143.8128,2,15
1321,1545,16.75,0,0.075889215,8,37.6532,7,2002,2,1,1,575.2512,2,11
1518,1545,16.75,0,0.076164013,8,34.0532,2,2007,2,1,1,575.2512,2,6
3500,1545,16.75,0,0.07572130099999999,8,34.3532,6,2004,2,1,1,1042.6428,2,9
4255,1545,16.75,0,0.075735621,8,34.5532,8,1997,2,0,1,323.5788,2,16
6933,1545,16.75,0,0.07536886799999999,8,35.2532,5,1985,1,2,3,970.7364,2,28
2589,430,20.35,0,0.060405784,0,234.5616,5,1985,1,2,3,6796.4864,1,28
3075,430,20.35,0,0.060699725,0,233.3616,8,1997,2,0,1,6093.4016,1,16
4757,430,20.35,0,0.060649213,0,232.7616,1,1987,0,2,1,2812.3392,1,26
7518,430,20.35,0,0.06079409700000001,0,233.6616,9,1999,1,0,1,2577.9776,1,14
7688,430,20.35,0,0.060688248,0,234.2616,6,2004,2,1,1,4687.232,1,9
861,1514,20.2,0,0.110356797,9,62.051,0,1998,2,2,0,126.502,2,15
1574,1514,20.2,0,0.066200667,9,61.451,3,2009,1,2,2,126.502,2,4
3502,1514,20.2,0,0.065932087,9,64.851,8,1997,2,0,1,948.765,2,16
6767,1514,20.2,0,0.065612808,9,62.351000000000006,5,1985,1,2,3,2150.534,2,28
8307,1514,20.2,0,0.06606579900000001,9,61.351000000000006,7,2002,2,1,1,1201.769,2,11
2274,476,9.395,1,0.100602552,0,88.3856,7,2002,2,1,1,703.0848,1,11
2947,476,9.395,1,0.100966837,0,86.8856,2,2007,2,1,1,2548.6824,1,6
5867,476,9.395,1,0.100555034,0,88.8856,9,1999,1,0,1,439.42800000000005,1,14
7159,476,9.395,1,0.10039894,0,89.6856,8,1997,2,0,1,878.8560000000001,1,16
2017,90,9.5,0,0.142425145,7,189.9872,0,1998,2,2,0,756.3488,0,15
5268,90,9.5,0,0.06902596785714285,7,188.9872,2,2007,2,1,1,1323.6104,0,6
5978,90,9.5,0,0.085075063,7,189.0872,6,2004,2,1,1,3970.8312,0,9
6201,90,9.5,0,0.06902596785714285,7,190.9872,7,2002,2,1,1,3025.3952,0,11
6745,90,9.5,0,0.085223447,7,189.2872,9,1999,1,0,1,6050.7904,0,14
6995,90,9.5,0,0.085020342,7,188.7872,1,1987,0,2,1,1701.7848,0,26
7266,90,9.5,0,0.085437778,7,188.4872,3,2009,1,2,2,3592.6568,0,4
248,606,10.1,0,0.027106459,10,75.367,9,1999,1,0,1,535.969,1,14
1997,606,10.1,0,0.027041859,10,77.567,1,1987,0,2,1,306.268,1,26
2234,606,10.1,0,0.027217468,10,76.067,2,2007,2,1,1,1454.773,1,6
2452,606,10.1,0,0.027059264,10,76.467,6,2004,2,1,1,1761.0410000000004,1,9
8017,606,10.1,0,0.027064381,10,76.367,8,1997,2,0,1,765.67,1,16
8145,606,10.1,0,0.026933321,10,78.467,5,1985,1,2,3,3292.381,1,28
1196,1405,8.235,0,0.014482153,8,182.295,9,1999,1,0,1,3661.9,2,14
2565,1405,8.235,0,0.014541462,8,184.495,2,2007,2,1,1,3844.995,2,6
4983,1405,8.235,0,0.014456938,8,184.795,6,2004,2,1,1,1464.76,2,9
5123,1405,8.235,0,0.014459672,8,181.895,8,1997,2,0,1,732.38,2,16
5405,1405,8.235,0,0.014488997,8,183.795,7,2002,2,1,1,2929.52,2,11
8021,1405,8.235,0,0.014518575,8,182.195,3,2009,1,2,2,2380.235,2,4
3185,251,18.0,0,0.017979145,15,178.3686,3,2009,1,2,2,3199.8348,1,4
616,1143,9.195,1,0.118149377,13,160.5578,2,2007,2,1,1,1283.6624,1,6
692,1143,9.195,1,0.116915909,13,159.4578,5,1985,1,2,3,4974.1918,1,28
1439,1143,9.195,1,0.117462619,13,158.9578,6,2004,2,1,1,2246.4092,1,9
4453,1143,9.195,1,0.117667492,13,159.5578,9,1999,1,0,1,1283.6624,1,14
4613,1143,9.195,1,0.117484834,13,158.5578,8,1997,2,0,1,2406.867,1,16
6209,1143,9.195,1,0.117387066,13,160.2578,1,1987,0,2,1,4492.8184,1,26
1,8,5.92,1,0.019278216,14,48.2692,3,2009,1,2,2,443.4228,0,4
2272,8,5.92,1,0.019308607,14,49.0692,2,2007,2,1,1,1478.076,0,6
2927,8,5.92,1,0.019107027,14,48.4692,5,1985,1,2,3,1034.6532,0,28
5029,8,5.92,1,0.019238942,14,49.8692,7,2002,2,1,1,1133.1916,0,11
5077,8,5.92,1,0.019200003,14,47.7692,8,1997,2,0,1,492.692,0,16
5218,8,5.92,1,0.019184026,14,50.3692,1,1987,0,2,1,591.2304,0,26
1392,1182,12.5,1,0.08208578700000001,6,92.2488,3,2009,1,2,2,1358.2320000000002,1,4
4253,1182,12.5,1,0.08175276,6,89.0488,8,1997,2,0,1,1267.6832,1,16
5170,1182,12.5,1,0.08187986400000001,6,91.7488,9,1999,1,0,1,1358.2320000000002,1,14
7553,1182,12.5,1,0.081684728,6,92.3488,1,1987,0,2,1,1177.1344,1,26
8302,1182,12.5,1,0.082215187,6,91.4488,2,2007,2,1,1,1086.5856,1,6
1229,1327,20.25,0,0.14781046,9,234.8616,1,1987,0,2,1,2812.3392,2,26
4247,1327,20.25,0,0.148163564,9,232.7616,9,1999,1,0,1,1874.8928,2,14
120,1317,13.0,0,0.035307322,9,47.5034,2,2007,2,1,1,680.4476,2,6
1423,1317,13.0,0,0.061470858,9,48.6034,4,1985,2,0,0,145.8102,2,28
5203,1317,13.0,0,0.035079516,9,47.9034,1,1987,0,2,1,583.2408,2,26
6049,1317,13.0,0,0.03525175,9,48.0034,3,2009,1,2,2,923.4646,2,4
7658,1317,13.0,0,0.034938717,9,49.0034,5,1985,1,2,3,826.2578,2,28
590,1319,9.13,0,0.051952573,9,152.3024,7,2002,2,1,1,1821.6288,2,11
3179,1319,9.13,0,0.052058629,9,150.6024,3,2009,1,2,2,1821.6288,2,4
3481,1319,9.13,0,0.051804278,9,150.2024,1,1987,0,2,1,1821.6288,2,26
3484,1319,9.13,0,0.090778148,9,153.1024,4,1985,2,0,0,303.6048,2,28
5000,1319,9.13,0,0.051928034000000005,9,151.4024,9,1999,1,0,1,1973.4312,2,14
8020,1319,9.13,0,0.051847425,9,152.8024,8,1997,2,0,1,1214.4192,2,16
938,603,13.8,1,0.02579577,3,88.4172,4,1985,2,0,0,89.2172,1,28
1124,603,13.8,1,0.014730322,3,90.9172,6,2004,2,1,1,2141.2128,1,9
1779,603,13.8,1,0.014661762,3,89.1172,5,1985,1,2,3,2319.6472,1,28
6106,603,13.8,1,0.014720848,3,89.9172,1,1987,0,2,1,1516.6924,1,26
6617,603,13.8,1,0.014762987,3,90.7172,7,2002,2,1,1,1338.2579999999996,1,11
7293,603,13.8,1,0.024660202000000003,3,87.4172,0,1998,2,2,0,178.4344,1,15
7342,603,13.8,1,0.014793124,3,88.5172,3,2009,1,2,2,2408.8644,1,4
1760,30,13.35,0,0.014086419333333334,4,75.7012,2,2007,2,1,1,1442.1228,0,6
2183,30,13.35,0,0.017857847,4,77.5012,3,2009,1,2,2,1518.024,0,4
2249,30,13.35,0,0.014086419333333334,4,77.6012,8,1997,2,0,1,986.7156,0,16
3150,30,13.35,0,0.017821466,4,75.1012,7,2002,2,1,1,1366.2216,0,11
4726,30,13.35,0,0.031139933,4,74.8012,4,1985,2,0,0,303.6048,0,28
7285,30,13.35,0,0.01769927,4,74.2012,5,1985,1,2,3,1290.3204,0,28
988,729,20.75,0,0.108710162,13,161.7578,8,1997,2,0,1,2888.2404,1,16
1479,729,20.75,0,0.109153001,13,161.3578,3,2009,1,2,2,4492.8184,1,4
1711,729,20.75,0,0.181958524,13,161.0578,0,1998,2,2,0,481.3734,1,15
3462,729,20.75,0,0.108689606,13,159.3578,6,2004,2,1,1,4492.8184,1,9
3715,729,20.75,0,0.108879177,13,161.5578,9,1999,1,0,1,320.9156,1,14
7530,729,20.75,0,0.19033746,13,159.4578,4,1985,2,0,0,160.4578,1,28
7802,729,20.75,0,0.108930629,13,160.9578,7,2002,2,1,1,1444.1202,1,11
1391,659,11.5,0,0.0369235152,13,119.5124,3,2009,1,2,2,829.5868,1,4
2666,659,11.5,0,0.046115083,13,120.2124,6,2004,2,1,1,1540.6612,1,9
4537,659,11.5,0,0.045900448,13,118.9124,5,1985,1,2,3,2844.2976,1,28
6873,659,11.5,0,0.0463847,13,118.9124,2,2007,2,1,1,1540.6612,1,6
7672,659,11.5,0,0.046217345,13,120.3124,7,2002,2,1,1,474.0496,1,11
931,346,12.1,0,0.040357315,6,177.8002,8,1997,2,0,1,1611.9018,1,16
1540,346,12.1,0,0.070660449,6,180.4002,4,1985,2,0,0,716.4008,1,28
3756,346,12.1,0,0.040521714,6,178.5002,3,2009,1,2,2,5552.1062,1,4
4724,346,12.1,0,0.0383726418,6,177.3002,6,2004,2,1,1,3044.7034,1,9
5511,346,12.1,0,0.040323731,6,180.0002,1,1987,0,2,1,4656.6052,1,26
767,980,19.25,1,0.058365706,5,82.1908,9,1999,1,0,1,2432.8332,1,14
4847,980,19.25,1,0.05822660900000001,5,85.2908,1,1987,0,2,1,671.1264,1,26
7975,980,19.25,1,0.038864105,5,82.5908,7,2002,2,1,1,922.7988,1,11
2019,1491,10.8,0,0.041663111,8,188.6214,5,1985,1,2,3,6029.4848,2,28
5830,1491,10.8,0,0.042102658,8,189.7214,2,2007,2,1,1,1695.7926,2,6
6118,1491,10.8,0,0.041831008,8,186.6214,1,1987,0,2,1,2261.0568,2,26
6560,1491,10.8,0,0.041865848,8,189.7214,8,1997,2,0,1,5841.0634,2,16
7132,1491,10.8,0,0.041950753,8,190.0214,7,2002,2,1,1,2449.4782,2,11
86,1258,6.055,0,0.025403898,6,160.99200000000005,6,2004,2,1,1,2716.4640000000004,1,9
5900,1258,6.055,0,0.025552424,6,158.49200000000005,2,2007,2,1,1,3994.8,1,6
6064,1258,6.055,0,0.02528566,6,158.792,5,1985,1,2,3,4474.176,1,28
6267,1258,6.055,0,0.025512207,6,159.692,3,2009,1,2,2,5592.72,1,4
8172,1258,6.055,0,0.025408702,6,160.892,8,1997,2,0,1,2396.88,1,16
8304,1258,6.055,0,0.025460232000000003,6,160.892,7,2002,2,1,1,1917.504,1,11
818,1448,17.35,0,0.020542737,11,80.5618,1,1987,0,2,1,322.2472,2,26
3160,1448,17.35,0,0.020460284,11,81.7618,5,1985,1,2,3,2175.1686,2,28
4264,1448,17.35,0,0.020676141,11,80.6618,2,2007,2,1,1,1208.427,2,6
5674,1448,17.35,0,0.020559846,11,78.7618,8,1997,2,0,1,1288.9888,2,16
6975,1448,17.35,0,0.01982751457142857,11,79.2618,3,2009,1,2,2,966.7416,2,4
7355,1448,17.35,0,0.035997636,11,78.6618,4,1985,2,0,0,80.5618,2,28
8024,1448,17.35,0,0.020555958,11,79.4618,6,2004,2,1,1,1772.3596,2,9
641,1208,12.5,0,0.081465335,10,220.7798,3,2009,1,2,2,6611.394,1,4
1673,1208,12.5,0,0.081119484,10,220.0798,6,2004,2,1,1,1322.2788,1,9
2734,1208,12.5,0,0.081134826,10,220.0798,8,1997,2,0,1,4848.3556,1,16
6406,1208,12.5,0,0.081260969,10,221.7798,9,1999,1,0,1,3085.3172,1,14
7070,1208,12.5,0,0.080741927,10,220.8798,5,1985,1,2,3,6170.6344,1,28
2086,1030,7.75,1,0.08293069900000001,5,35.2558,8,1997,2,0,1,780.9834,1,16
2668,1030,7.75,1,0.08291501700000001,5,34.9558,6,2004,2,1,1,645.1602,1,9
2756,1030,7.75,1,0.08286168599999999,5,32.6558,1,1987,0,2,1,679.1160000000001,1,26
2844,1030,7.75,1,0.08305963400000001,5,35.7558,9,1999,1,0,1,611.2044,1,14
3394,1030,7.75,1,0.083399788,5,34.5558,2,2007,2,1,1,441.4254,1,6
5344,1030,7.75,1,0.145200948,5,35.4558,4,1985,2,0,0,135.8232,1,28
7318,1030,7.75,1,0.083268523,5,32.9558,3,2009,1,2,2,101.8674,1,4
3252,461,13.5,0,0.105893301,0,86.25399999999998,4,1985,2,0,0,519.3240000000002,1,28
3640,461,13.5,0,0.046935785142857143,0,84.554,3,2009,1,2,2,778.9860000000001,1,4
3970,461,13.5,0,0.046935785142857143,0,88.054,1,1987,0,2,1,1211.756,1,26
4661,461,13.5,0,0.046935785142857143,0,84.654,9,1999,1,0,1,1211.756,1,14
6630,461,13.5,0,0.101231721,0,86.25399999999998,0,1998,2,2,0,173.108,1,15
8108,461,13.5,0,0.060603014,0,85.554,7,2002,2,1,1,1731.08,1,11
8242,461,13.5,0,0.06082246,0,85.154,2,2007,2,1,1,605.878,1,6
53,177,10.895,0,0.065041581,6,196.3794,2,2007,2,1,1,3121.2704,1,6
941,177,10.895,0,0.064621927,6,196.6794,1,1987,0,2,1,1170.4764,1,26
4780,177,10.895,0,0.108253944,6,194.8794,0,1998,2,2,0,585.2382,1,15
5843,177,10.895,0,0.064362554,6,193.7794,5,1985,1,2,3,4876.985,1,28
8421,177,10.895,0,0.064939211,6,194.1794,3,2009,1,2,2,2340.9528,1,4
418,222,6.655,0,0.016993225,6,211.0586,7,2002,2,1,1,844.2344,1,11
936,222,6.655,0,0.016944719,6,209.2586,1,1987,0,2,1,2954.8204,1,26
1581,222,6.655,0,0.016958832,6,210.0586,8,1997,2,0,1,4221.172000000001,1,16
5800,222,6.655,0,0.016876708,6,210.0586,5,1985,1,2,3,6964.9338,1,28
8008,222,6.655,0,0.013554696799999998,6,212.4586,2,2007,2,1,1,2743.7618,1,6
1546,527,14.5,1,0.128459481,0,102.0332,9,1999,1,0,1,2050.664,1,14
5154,527,14.5,1,0.214681063,0,102.7332,0,1998,2,2,0,205.0664,1,15
5321,527,14.5,1,0.128235818,0,104.1332,6,2004,2,1,1,205.0664,1,9
7190,527,14.5,1,0.128520186,0,101.4332,7,2002,2,1,1,1948.1308,1,11
7756,527,14.5,1,0.127638966,0,104.5332,5,1985,1,2,3,2563.33,1,28
4353,11,17.85,0,0.024961677,14,153.1998,2,2007,2,1,1,3383.5956,0,6
7275,11,17.85,0,0.02492239,14,153.4998,3,2009,1,2,2,2922.1962,0,4
593,849,6.715,1,0.121485195,0,40.2454,1,1987,0,2,1,587.2356,1,26
2143,849,6.715,1,0.122274118,0,40.3454,2,2007,2,1,1,838.908,1,6
3171,849,6.715,1,0.203510667,0,41.0454,0,1998,2,2,0,251.6724,1,15
5442,849,6.715,1,0.121563385,0,43.7454,6,2004,2,1,1,545.2902,1,9
7789,849,6.715,1,0.121832956,0,43.5454,7,2002,2,1,1,838.908,1,11
1603,751,7.785,0,0.139436695,4,103.0306,1,1987,0,2,1,2404.2038,1,26
5925,751,7.785,0,0.139552827,4,105.6306,8,1997,2,0,1,418.1224,1,16
7121,751,7.785,0,0.244338986,4,105.9306,4,1985,2,0,0,209.0612,1,28
7235,751,7.785,0,0.140342195,4,105.6306,2,2007,2,1,1,627.1836,1,6
8093,751,7.785,0,0.140121306,4,102.5306,3,2009,1,2,2,1358.8978,1,4
2054,49,10.8,0,0.052174319,14,240.3564,7,2002,2,1,1,4290.4152,0,11
2189,49,10.8,0,0.052363244,14,236.5564,2,2007,2,1,1,5243.8408,0,6
2218,49,10.8,0,0.052149675,14,239.9564,9,1999,1,0,1,3813.7024,0,14
7952,49,10.8,0,0.0391718095,14,238.1564,3,2009,1,2,2,5243.8408,0,4
1943,886,4.635,0,0.141174838,1,127.0994,7,2002,2,1,1,2826.9868,1,11
2720,886,4.635,0,0.14110815599999998,1,128.2994,9,1999,1,0,1,2698.4874,1,14
6008,886,4.635,0,0.246678647,1,129.7994,4,1985,2,0,0,385.4982,1,28
6669,886,4.635,0,0.14086247,1,126.4994,6,2004,2,1,1,1670.4922,1,9
7009,886,4.635,0,0.14088911099999998,1,127.0994,8,1997,2,0,1,1927.491,1,16
7471,886,4.635,0,0.141686037,1,126.9994,2,2007,2,1,1,1798.9916,1,6
1914,1092,18.35,1,0.165101585,6,87.7882,4,1985,2,0,0,515.3292,1,28
1979,1092,18.35,1,0.09468096,6,86.2882,3,2009,1,2,2,1631.8758,1,4
3731,1092,18.35,1,0.094488071,6,87.1882,7,2002,2,1,1,515.3292,1,11
3914,1092,18.35,1,0.094279004,6,86.3882,6,2004,2,1,1,1545.9876,1,9
5259,1092,18.35,1,0.094218363,6,83.9882,1,1987,0,2,1,1202.4348,1,26
6949,1092,18.35,1,0.094296835,6,84.3882,8,1997,2,0,1,1116.5466,1,16
7980,1092,18.35,1,0.15783357,6,87.5882,0,1998,2,2,0,171.7764,1,15
170,1401,14.5,0,0.019471688,11,164.821,6,2004,2,1,1,2120.573,2,9
1332,1401,14.5,0,0.019554705,11,162.421,3,2009,1,2,2,1957.452,2,4
3529,1401,14.5,0,0.01938106,11,164.321,5,1985,1,2,3,5546.114000000001,2,28
3904,1401,14.5,0,0.01950565,11,163.921,9,1999,1,0,1,2446.815,2,14
7165,1401,14.5,0,0.03409886,11,162.621,4,1985,2,0,0,815.605,2,28
7383,1401,14.5,0,0.032597778,11,163.621,0,1998,2,2,0,815.605,2,15
7669,1401,14.5,0,0.019459164,11,161.621,1,1987,0,2,1,2120.573,2,26
2106,1105,15.0,0,0.046336634,1,120.0414,1,1987,0,2,1,3533.4006,1,26
3553,1105,15.0,0,0.046375227000000005,1,122.8414,8,1997,2,0,1,731.0484,1,16
4492,1105,15.0,0,0.046447328,1,121.5414,9,1999,1,0,1,2436.828,1,14
4619,1105,15.0,0,0.077622622,1,121.8414,0,1998,2,2,0,243.6828,1,15
5692,1105,15.0,0,0.046469277,1,123.8414,7,2002,2,1,1,1340.2554,1,11
6581,1105,15.0,0,0.081197035,1,121.7414,4,1985,2,0,0,365.5242,1,28
1315,1260,10.0,1,0.037918142,13,129.6994,3,2009,1,2,2,1413.4934,1,4
2037,1260,10.0,1,0.037764307,13,127.2994,8,1997,2,0,1,642.497,1,16
3209,1260,10.0,1,0.037977917,13,128.6994,2,2007,2,1,1,642.497,1,6
4455,1260,10.0,1,0.037757166,13,126.7994,6,2004,2,1,1,1284.994,1,9
4898,1260,10.0,1,0.03773288,13,128.2994,1,1987,0,2,1,1413.4934,1,26
3584,267,15.0,0,0.119131749,13,226.9694,7,2002,2,1,1,6851.0819999999985,1,11
4175,267,15.0,0,0.208162156,13,228.1694,4,1985,2,0,0,228.3694,1,28
6909,267,15.0,0,0.19899855,13,226.5694,0,1998,2,2,0,913.4776,1,15
6923,267,15.0,0,0.119374946,13,229.3694,3,2009,1,2,2,5024.1268,1,4
7578,267,15.0,0,0.118868155,13,229.4694,6,2004,2,1,1,5937.6044,1,9
7591,267,15.0,0,0.118791698,13,229.9694,1,1987,0,2,1,4339.0186,1,26
1531,1393,13.0,0,0.082440705,9,61.3194,5,1985,1,2,3,2043.3402,2,28
1734,1393,13.0,0,0.082970667,9,60.0194,9,1999,1,0,1,1114.5492,2,14
3551,1393,13.0,0,0.083009876,9,61.1194,7,2002,2,1,1,2352.9372,2,11
879,127,15.2,0,0.113125627,14,38.6848,7,2002,2,1,1,1155.8288,0,11
1725,127,15.2,0,0.112896669,14,36.0848,8,1997,2,0,1,1193.1136,0,16
3660,127,15.199999999999998,0,0.112349962,14,39.1848,5,1985,1,2,3,559.2719999999998,0,28
5817,127,15.2,0,0.113072194,14,35.8848,9,1999,1,0,1,596.5568,0,14
708,1149,14.3,1,0.049634817000000005,10,212.5586,1,1987,0,2,1,3165.879000000001,1,26
903,1149,14.3,1,0.04975339,10,210.3586,9,1999,1,0,1,6331.758000000002,1,14
6062,1149,14.3,1,0.083147702,10,210.1586,0,1998,2,2,0,422.1172,1,15
6640,1149,14.3,1,0.049435598,10,209.7586,5,1985,1,2,3,5487.5236,1,28
7001,1149,14.3,1,0.049676157,10,212.4586,8,1997,2,0,1,3799.0548,1,16
4545,1178,10.3,0,0.06998190900000001,4,263.0226,1,1987,0,2,1,6079.4198,1,26
4891,1178,10.3,0,0.07002695099999999,4,263.6226,6,2004,2,1,1,6608.065,1,9
7212,1178,10.3,0,0.070149088,4,264.5226,9,1999,1,0,1,3436.1938,1,14
8009,1178,10.3,0,0.070040195,4,263.0226,8,1997,2,0,1,4229.1616,1,16
253,526,11.8,1,0.09357779,13,125.9704,1,1987,0,2,1,1877.556,1,26
1763,526,11.8,1,0.094037241,13,124.5704,3,2009,1,2,2,1001.3632,1,4
2375,526,11.8,1,0.093801337,13,126.0704,9,1999,1,0,1,1251.704,1,14
6589,526,11.8,1,0.094185483,13,126.2704,2,2007,2,1,1,2002.7264,1,6
7205,526,11.8,1,0.093655728,13,127.1704,8,1997,2,0,1,3004.0896,1,16
8174,526,11.8,1,0.093202196,13,125.5704,5,1985,1,2,3,1001.3632,1,28
2369,962,16.0,1,0.115570552,6,57.5246,6,2004,2,1,1,173.7738,1,9
2949,962,16.0,1,0.115032648,6,58.0246,5,1985,1,2,3,2143.2102,1,28
4851,962,16.0,1,0.193477995,6,55.9246,0,1998,2,2,0,405.4722,1,15
7140,962,16.0,1,0.116063284,6,59.1246,3,2009,1,2,2,753.0198,1,4
8481,962,16.0,1,0.115826834,6,56.0246,7,2002,2,1,1,695.0952,1,11
893,834,13.5,1,0.159587755,6,145.3102,1,1987,0,2,1,729.051,1,26
3196,834,13.5,1,0.159968994,6,147.6102,9,1999,1,0,1,1603.9122,1,14
3291,834,13.5,1,0.16062411599999998,6,147.0102,2,2007,2,1,1,2770.3938,1,6
5642,834,13.5,1,0.158947217,6,145.5102,5,1985,1,2,3,5978.2182,1,28
5895,834,13.5,1,0.159720671,6,147.6102,8,1997,2,0,1,4082.6856,1,16
8035,834,13.5,1,0.160044589,6,145.4102,7,2002,2,1,1,3499.4448,1,11
1708,12,5.73,0,0.079440262,14,86.7882,4,1985,2,0,0,85.8882,0,28
2671,12,5.73,0,0.045371855,14,86.0882,8,1997,2,0,1,1116.5466,0,16
2796,12,5.73,0,0.075943184,14,85.5882,0,1998,2,2,0,171.7764,0,15
4276,12,5.73,0,0.045334098,14,87.0882,1,1987,0,2,1,1803.6522,0,26
6689,12,5.73,0,0.045556681,14,85.3882,3,2009,1,2,2,1288.323,0,4
6695,12,5.73,0,0.045463871,14,85.2882,7,2002,2,1,1,2061.3168,0,11
6719,12,5.73,0,0.04815856442857142,14,87.3882,5,1985,1,2,3,1374.2112,0,28
1855,1396,11.5,0,0.029529474,8,132.6626,0,1998,2,2,0,262.3252,2,15
3168,1396,11.5,0,0.017642229,8,131.8626,8,1997,2,0,1,2885.5772,2,16
6596,1396,11.5,0,0.017678008000000002,8,129.2626,7,2002,2,1,1,1705.1138,2,11
6736,1396,11.5,0,0.017714096000000002,8,132.9626,3,2009,1,2,2,1442.7886,2,4
6842,1396,11.5,0,0.017556795,8,129.9626,5,1985,1,2,3,3410.2276,2,28
7091,1396,11.5,0,0.017638893,8,132.7626,6,2004,2,1,1,2885.5772,2,9
7423,1396,11.5,0,0.01774202,8,129.6626,2,2007,2,1,1,1836.2764,2,6
740,381,20.25,1,0.022639471,4,248.4092,2,2007,2,1,1,2241.0828,1,6
2139,381,20.25,1,0.03941584,4,247.8092,4,1985,2,0,0,498.0184,1,28
6134,381,20.25,1,0.022403117,4,250.9092,5,1985,1,2,3,8217.3036,1,28
8184,381,20.25,1,0.022507877000000003,4,248.1092,6,2004,2,1,1,4731.1748,1,9
462,1227,13.1,0,0.020870744,4,117.3782,8,1997,2,0,1,1787.6729999999998,1,16
2778,1227,13.1,0,0.020913071,4,120.1782,7,2002,2,1,1,2026.0294,1,11
3875,1227,13.1,0,0.020853376,4,117.4782,1,1987,0,2,1,1906.8512,1,26
4287,1227,13.1,0,0.020769677,4,117.5782,5,1985,1,2,3,2741.0986,1,28
6405,1227,13.1,0,0.020988798,4,117.7782,2,2007,2,1,1,1191.782,1,6
6853,1227,13.1,0,0.020903193,4,119.2782,9,1999,1,0,1,3098.6332,1,14
8211,1227,13.1,0,0.017899837000000002,4,117.8782,6,2004,2,1,1,2741.0986,1,9
1832,565,7.035,0,0.021938404,5,264.691,3,2009,1,2,2,5785.802,1,4
2861,565,7.035,0,0.015615496000000001,5,262.691,1,1987,0,2,1,6048.7930000000015,1,26
3410,565,7.035,0,0.021849398,5,262.091,8,1997,2,0,1,4207.856,1,16
4347,565,7.035,0,0.015615496000000001,5,263.291,0,1998,2,2,0,525.982,1,15
5225,565,7.034999999999998,0,0.021743592000000003,5,263.191,5,1985,1,2,3,6574.775,1,28
5398,565,7.035,0,0.02189371,5,262.791,7,2002,2,1,1,3681.874,1,11
7404,565,7.035,0,0.021883368,5,263.791,9,1999,1,0,1,4996.8290000000015,1,14
107,400,6.635,1,0.004224196666666667,0,121.3098,7,2002,2,1,1,2530.7058,1,11
2996,400,6.635,1,0.00636189,0,121.1098,2,2007,2,1,1,2651.2156,1,6
3390,400,6.635,1,0.004224196666666667,0,121.3098,4,1985,2,0,0,120.5098,1,28
4651,400,6.635,1,0.006335942,0,121.8098,9,1999,1,0,1,2048.6666,1,14
5840,400,6.635,1,0.006351875999999999,0,120.3098,3,2009,1,2,2,1446.1176,1,4
7596,400,6.635,1,0.006295472,0,122.4098,5,1985,1,2,3,3735.8038,1,28
194,1530,17.6,0,0.01561108,9,182.5976,5,1985,1,2,3,5070.7328,2,28
2372,1530,17.6,0,0.015775777,9,179.1976,2,2007,2,1,1,3803.0496,2,6
2689,1530,17.6,0,0.015687045,9,182.6976,8,1997,2,0,1,3440.8544,2,16
4172,1530,17.6,0,0.015750947,9,182.5976,3,2009,1,2,2,1629.8784,2,4
5847,1530,17.6,0,0.02746599,9,181.5976,4,1985,2,0,0,543.2928,2,28
1835,1385,18.85,0,0.040338009,9,246.7144,1,1987,0,2,1,6615.3888,2,26
4884,1385,18.85,0,0.040434372,9,244.3144,9,1999,1,0,1,5635.3312,2,14
7732,1385,18.85,0,0.040599963,9,244.0144,2,2007,2,1,1,5635.3312,2,6
14,375,16.35,0,0.06802430000000001,6,196.4426,1,1987,0,2,1,1977.426,1,26
1238,375,16.35,0,0.068219025,6,198.9426,7,2002,2,1,1,3559.3668,1,11
1691,375,16.35,0,0.05003937740000001,6,196.3426,3,2009,1,2,2,1384.1982,1,4
2894,375,16.35,0,0.05003937740000001,6,198.5426,8,1997,2,0,1,1384.1982,1,16
5353,375,16.35,0,0.113953562,6,198.2426,0,1998,2,2,0,790.9704,1,15
719,1413,15.2,0,0.012184998999999998,8,50.3034,2,2007,2,1,1,145.8102,2,6
2330,1413,15.2,0,0.013164174999999997,8,47.8034,9,1999,1,0,1,437.4306,2,14
