,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_Combined,Outlet_Age
4949,273,10.195,0,0.042007527,13,43.2428,9,1999,1,0,1,1,14
5578,273,10.195,0,0.041942318,13,43.8428,8,1997,2,0,1,1,16
1008,524,8.6,1,0.040287073,3,190.553,7,2002,2,1,1,1,11
1805,524,8.6,1,0.070394702,3,190.053,4,1985,2,0,0,1,28
2407,524,8.6,1,0.036893925,3,189.053,5,1985,1,2,3,1,28
508,864,12.35,0,0.099274751,6,115.2518,5,1985,1,2,3,1,28
860,864,12.35,0,0.09991293,6,113.4518,9,1999,1,0,1,1,14
1878,864,12.35,0,0.099960144,6,115.2518,7,2002,2,1,1,1,11
2627,864,12.35,0,0.07478695625000001,6,115.0518,6,2004,2,1,1,1,9
4365,1222,11.6,1,0.252155886,4,237.6222,4,1985,2,0,0,1,28
5496,1222,11.6,1,0.144309477,4,239.5222,7,2002,2,1,1,1,11
272,1518,10.0,0,0.088720803,8,144.4102,5,1985,1,2,3,2,28
5318,1518,10.0,0,0.089515698,8,146.1102,3,2009,1,2,2,2,4
1022,1537,15.0,0,0.071025838,8,125.8362,5,1985,1,2,3,2,28
2571,1537,15.0,0,0.07148242099999999,8,127.2362,9,1999,1,0,1,2,14
3324,1537,15.0,0,0.071357962,8,127.4362,6,2004,2,1,1,2,9
3942,1537,15.0,0,0.071775164,8,127.1362,2,2007,2,1,1,2,6
4649,1537,15.0,0,0.071662195,8,127.7362,3,2009,1,2,2,2,4
77,228,13.35,0,0.139452413,5,148.6392,8,1997,2,0,1,1,16
2041,228,13.35,0,0.139336364,5,148.5392,1,1987,0,2,1,1,26
3161,228,13.35,0,0.13073798775,5,148.4392,3,2009,1,2,2,1,4
3313,228,13.35,0,0.24416317399999998,5,148.1392,4,1985,2,0,0,1,28
271,1282,9.1,0,0.055541152999999996,9,115.6518,7,2002,2,1,1,2,11
2690,1282,9.1,0,0.055160325999999996,9,111.9518,5,1985,1,2,3,2,28
3568,1282,9.1,0,0.055418260999999996,9,112.0518,6,2004,2,1,1,2,9
4975,1282,9.1,0,0.055654536,9,114.1518,3,2009,1,2,2,2,4
1702,350,10.895,0,0.026989658,5,107.728,3,2009,1,2,2,1,4
2829,350,10.895,0,0.047063689000000006,5,107.228,4,1985,2,0,0,1,28
3301,350,10.895,0,0.026921951,5,104.928,9,1999,1,0,1,1,14
3379,350,10.895,0,0.026875077,5,107.02799999999999,6,2004,2,1,1,1,9
3852,350,10.895,0,0.02685779,5,104.52799999999999,1,1987,0,2,1,1,26
556,98,6.865,0,0.013925483999999998,14,130.1652,5,1985,1,2,3,0,28
2304,98,6.865,0,0.013993247,14,131.0652,8,1997,2,0,1,0,16
3006,98,6.865,0,0.014015003,14,128.0652,9,1999,1,0,1,0,14
3342,343,14.65,0,0.17055809600000002,6,48.7692,5,1985,1,2,3,1,28
4336,343,14.65,0,0.17208621300000002,6,49.4692,3,2009,1,2,2,1,4
4421,343,14.65,0,0.300078353,6,48.1692,4,1985,2,0,0,1,28
4669,343,14.65,0,0.171654513,6,48.4692,9,1999,1,0,1,1,14
1122,900,17.0,0,0.055387247,4,220.6114,1,1987,0,2,1,1,26
1952,900,17.0,0,0.055422895,4,222.3114,6,2004,2,1,1,1,9
3537,900,17.0,0,0.055164938,4,221.2114,5,1985,1,2,3,1,28
4892,900,17.0,0,0.055659189000000005,4,223.7114,3,2009,1,2,2,1,4
1128,1264,6.525,0,0.090220566,9,86.4882,1,1987,0,2,1,2,26
2540,1264,6.525,0,0.09047883,9,87.1882,7,2002,2,1,1,2,11
4172,1264,6.525,0,0.090663534,9,86.1882,3,2009,1,2,2,2,4
143,1525,15.25,0,0.061173235,9,128.5968,6,2004,2,1,1,2,9
1446,1525,15.25,0,0.06127993,9,129.6968,9,1999,1,0,1,2,14
4730,1525,15.25,0,0.061133888,9,129.0968,1,1987,0,2,1,2,26
5442,1525,15.25,0,0.102410818,9,129.4968,0,1998,2,2,0,2,15
264,958,20.25,1,0.004800977400000001,3,186.4924,9,1999,1,0,1,1,14
885,958,20.25,1,0.004800977400000001,3,185.7924,3,2009,1,2,2,1,4
1653,958,20.25,1,0.004800977400000001,3,184.6924,6,2004,2,1,1,1,9
3320,958,20.25,1,0.011985289,3,184.7924,1,1987,0,2,1,1,26
4035,958,20.25,1,0.012019598000000001,3,184.0924,7,2002,2,1,1,1,11
1919,475,14.0,1,0.23772572600000003,5,54.964,4,1985,2,0,0,1,28
3448,475,14.0,1,0.13654370400000002,5,51.56399999999999,2,2007,2,1,1,1,6
4085,475,14.0,1,0.136051058,5,53.56399999999999,7,2002,2,1,1,1,11
5555,475,14.0,1,0.135986797,5,51.364,9,1999,1,0,1,1,14
2307,829,19.35,1,0.018547156999999998,13,110.8544,1,1987,0,2,1,1,26
3461,829,19.35,1,0.018559093999999998,13,113.1544,6,2004,2,1,1,1,9
402,490,11.5,1,0.124994714,5,100.5358,5,1985,1,2,3,1,28
1690,490,11.5,1,0.125498428,5,99.7358,1,1987,0,2,1,1,26
3346,490,11.5,1,0.21991455399999998,5,98.8358,4,1985,2,0,0,1,28
4945,490,11.5,1,0.12579823099999998,5,102.5358,9,1999,1,0,1,1,14
2688,522,11.8,1,0.09384566400000001,13,126.4704,7,2002,2,1,1,1,11
5169,522,11.8,1,0.093638018,13,125.2704,6,2004,2,1,1,1,9
418,697,11.6,1,0.017093788999999998,13,224.0404,4,1985,2,0,0,1,28
1035,697,11.6,1,0.009715743,13,224.7404,5,1985,1,2,3,1,28
3203,697,11.6,1,0.0097782,13,225.1404,9,1999,1,0,1,1,14
5602,697,11.6,1,0.00978282,13,224.8404,7,2002,2,1,1,1,11
310,472,9.395,1,0.10031539099999999,0,85.8856,1,1987,0,2,1,1,26
2465,472,9.395,1,0.10037995599999999,0,86.2856,6,2004,2,1,1,1,9
2507,472,9.395,1,0.10080792300000001,0,88.4856,3,2009,1,2,2,1,4
3045,472,9.395,1,0.099912754,0,88.6856,5,1985,1,2,3,1,28
591,1045,17.1,0,0.054317483,1,85.7566,7,2002,2,1,1,1,11
4050,1045,17.1,0,0.053945045999999996,1,83.8566,5,1985,1,2,3,1,28
5287,1045,17.1,0,0.054207549,1,82.7566,8,1997,2,0,1,1,16
5298,1299,20.7,0,0.026941677999999997,9,75.9354,9,1999,1,0,1,2,14
1241,1541,9.6,0,0.024472537000000003,8,187.2214,6,2004,2,1,1,2,9
1730,1541,9.6,0,0.024477166,8,189.6214,8,1997,2,0,1,2,16
2318,1541,9.6,0,0.024615619,8,190.0214,2,2007,2,1,1,2,6
2875,1541,9.6,0,0.024526806,8,188.5214,7,2002,2,1,1,2,11
2482,880,6.885,1,0.13998208,3,110.6228,6,2004,2,1,1,1,9
3294,880,6.885,1,0.245136905,3,110.8228,4,1985,2,0,0,1,28
3308,880,6.885,1,0.14022623,3,108.8228,9,1999,1,0,1,1,14
3593,880,6.885,1,0.139892043,3,112.4228,1,1987,0,2,1,1,26
4052,880,6.885,1,0.234345616,3,108.9228,0,1998,2,2,0,1,15
135,931,13.3,0,0.111296158,5,151.2708,4,1985,2,0,0,1,28
950,931,13.3,0,0.06325834799999999,5,149.3708,5,1985,1,2,3,1,28
3030,931,13.3,0,0.063825112,5,149.2708,3,2009,1,2,2,1,4
602,1209,17.6,0,0.105306199,13,164.3868,3,2009,1,2,2,1,4
4939,1209,17.6,0,0.104371086,13,164.4868,5,1985,1,2,3,1,28
5200,1209,17.6,0,0.105091664,13,163.0868,7,2002,2,1,1,1,11
5020,502,7.22,1,0.038537981,0,64.95100000000001,2,2007,2,1,1,1,6
5268,502,7.22,1,0.038313974,0,63.951,6,2004,2,1,1,1,9
5640,502,7.22,1,0.038135648,0,62.851000000000006,5,1985,1,2,3,1,28
879,1075,6.8,0,0.037709148,0,49.7034,2,2007,2,1,1,1,6
1738,1075,6.8,0,0.037649797,0,49.5034,3,2009,1,2,2,1,4
1202,50,14.5,0,0.062337196,4,152.4998,2,2007,2,1,1,0,6
1206,50,14.5,0,0.062112285,4,154.2998,7,2002,2,1,1,0,11
2416,50,14.5,0,0.062082947,4,155.7998,9,1999,1,0,1,0,14
5397,50,14.5,0,0.061974852999999996,4,155.4998,6,2004,2,1,1,0,9
2541,82,15.85,0,0.107577534,14,59.8904,6,2004,2,1,1,0,9
3174,82,15.85,0,0.10750833900000001,14,59.1904,1,1987,0,2,1,0,26
4655,82,15.85,0,0.107816091,14,56.8904,7,2002,2,1,1,0,11
4491,1391,8.235,0,0.014447638999999998,8,183.895,1,1987,0,2,1,2,26
5563,1391,8.235,0,0.01438965,8,184.795,5,1985,1,2,3,2,28
1114,171,7.81,1,0.055338755999999996,3,123.1046,7,2002,2,1,1,1,11
2408,171,7.81,1,0.096694919,3,126.5046,4,1985,2,0,0,1,28
2480,171,7.81,1,0.054959317,3,125.5046,5,1985,1,2,3,1,28
2881,171,7.81,1,0.055312618,3,124.7046,9,1999,1,0,1,1,14
3228,171,7.81,1,0.05553914,3,125.8046,2,2007,2,1,1,1,6
4386,171,7.81,1,0.055180797000000004,3,125.2046,1,1987,0,2,1,1,26
909,528,17.75,0,0.073825883,12,34.8216,2,2007,2,1,1,1,6
4935,528,17.75,0,0.073410642,12,35.9216,8,1997,2,0,1,1,16
1986,1180,10.5,1,0.011043976,13,167.2842,2,2007,2,1,1,1,6
2436,1180,10.5,1,0.010981858,13,164.1842,8,1997,2,0,1,1,16
2715,1180,10.5,1,0.010979781999999999,13,164.2842,6,2004,2,1,1,1,9
3005,1180,10.5,1,0.010972718999999999,13,164.0842,1,1987,0,2,1,1,26
4918,1424,19.6,0,0.0,8,149.8024,1,1987,0,2,1,2,26
1235,629,15.7,0,0.045195307000000004,5,180.766,6,2004,2,1,1,1,9
1876,629,15.699999999999998,0,0.044984953,5,179.86599999999999,5,1985,1,2,3,1,28
5251,629,15.7,0,0.04538799599999999,5,178.86599999999999,3,2009,1,2,2,1,4
5594,629,15.7,0,0.045459545999999997,5,178.266,2,2007,2,1,1,1,6
419,284,20.7,0,0.16898615,3,184.2266,5,1985,1,2,3,1,28
452,284,20.7,0,0.169808455,3,183.4266,8,1997,2,0,1,1,16
1752,284,20.7,0,0.17076896100000002,3,183.5266,2,2007,2,1,1,1,6
4801,284,20.7,0,0.284224541,3,186.1266,0,1998,2,2,0,1,15
326,294,17.7,1,0.068511767,6,83.2276,0,1998,2,2,0,1,15
691,294,17.7,1,0.043809864,6,80.0276,6,2004,2,1,1,1,9
926,294,17.7,1,0.040733779,6,81.2276,5,1985,1,2,3,1,28
2939,294,17.7,1,0.041015006,6,82.6276,7,2002,2,1,1,1,11
4549,294,17.7,1,0.071666638,6,80.6276,4,1985,2,0,0,1,28
4844,294,17.7,1,0.040931994,6,81.6276,8,1997,2,0,1,1,16
1616,47,15.75,0,0.277579189,4,39.6506,0,1998,2,2,0,0,15
3066,47,15.75,0,0.165700218,4,37.7506,1,1987,0,2,1,0,26
4430,47,15.75,0,0.166776273,4,36.5506,2,2007,2,1,1,0,6
5021,47,15.75,0,0.165035146,4,37.6506,5,1985,1,2,3,0,28
5540,47,15.75,0,0.165806866,4,38.7506,6,2004,2,1,1,0,9
3307,1359,7.475,0,0.01310911,9,215.4192,1,1987,0,2,1,2,26
3518,1359,7.475,0,0.013117547,9,214.3192,6,2004,2,1,1,2,9
4273,1359,7.475,0,0.013140426,9,216.2192,9,1999,1,0,1,2,14
5504,1359,7.475,0,0.013173474,9,214.6192,3,2009,1,2,2,2,4
1252,986,6.15,0,0.046532678,0,97.2384,2,2007,2,1,1,1,6
3413,986,6.15,0,0.046364789000000003,0,99.9384,7,2002,2,1,1,1,11
1596,894,12.65,1,0.156014453,6,238.9538,6,2004,2,1,1,1,9
3808,894,12.65,1,0.155914104,6,239.5538,1,1987,0,2,1,1,26
4351,894,12.65,1,0.10397618566666667,6,240.7538,7,2002,2,1,1,1,11
2379,101,7.63,0,0.061064307000000005,14,95.9436,8,1997,2,0,1,0,16
3509,101,7.63,0,0.060768600000000006,14,94.6436,5,1985,1,2,3,0,28
4288,101,7.63,0,0.106915719,14,93.4436,4,1985,2,0,0,0,28
4948,101,7.63,0,0.061013490999999996,14,96.0436,1,1987,0,2,1,0,26
140,45,5.73,0,0.03888620075,14,188.3898,0,1998,2,2,0,0,15
1188,45,5.73,0,0.051758358,14,189.0898,1,1987,0,2,1,0,26
2831,45,5.73,0,0.03888620075,14,187.3898,8,1997,2,0,1,0,16
3445,45,5.73,0,0.052012483,14,187.5898,3,2009,1,2,2,0,4
3915,45,5.7299999999999995,0,0.051550615,14,186.3898,5,1985,1,2,3,0,28
4197,45,5.73,0,0.051791671,14,188.4898,6,2004,2,1,1,0,9
4887,45,5.73,0,0.051882002999999996,14,188.1898,9,1999,1,0,1,0,14
5607,45,5.73,0,0.052094475999999994,14,185.4898,2,2007,2,1,1,0,6
342,658,19.35,0,0.026222599,6,169.0474,9,1999,1,0,1,1,14
3736,658,19.35,0,0.026234991000000003,6,168.4474,7,2002,2,1,1,1,11
3862,658,19.35,0,0.043823122,6,170.3474,0,1998,2,2,0,1,15
4753,658,19.35,0,0.026160105,6,168.3474,1,1987,0,2,1,1,26
5089,658,19.35,0,0.026288547000000002,6,167.0474,3,2009,1,2,2,1,4
5614,658,19.35,0,0.024788227333333333,6,167.1474,6,2004,2,1,1,1,9
779,296,7.945,0,0.015799406000000002,13,161.721,5,1985,1,2,3,1,28
1395,296,7.945,0,0.01594096,13,163.121,3,2009,1,2,2,1,4
5565,296,7.945,0,0.015876287,13,164.12099999999998,8,1997,2,0,1,1,16
266,1498,11.8,0,0.022936556,8,177.6686,3,2009,1,2,2,2,4
762,1498,11.8,0,0.022972713,8,179.5686,2,2007,2,1,1,2,6
1665,1498,11.8,0,0.0183063954,8,177.2686,6,2004,2,1,1,2,9
3517,1498,11.8,0,0.02273288,8,179.4686,5,1985,1,2,3,2,28
4107,1498,11.8,0,0.022889827999999997,8,176.6686,7,2002,2,1,1,2,11
27,1291,5.825,0,0.09148523199999999,9,161.3894,8,1997,2,0,1,2,16
716,1291,5.825,0,0.09140910000000001,9,160.9894,1,1987,0,2,1,2,26
980,1291,5.825,0,0.09167076699999999,9,161.3894,7,2002,2,1,1,2,11
4852,1291,5.825,0,0.09162746699999999,9,161.6894,9,1999,1,0,1,2,14
4961,1291,5.825,0,0.09200271,9,161.8894,2,2007,2,1,1,2,6
1472,1326,8.42,0,0.070227182,9,217.1192,5,1985,1,2,3,2,28
2747,1326,8.42,0,0.07067863099999999,9,217.0192,9,1999,1,0,1,2,14
5572,1326,8.42,0,0.118117896,9,216.9192,0,1998,2,2,0,2,15
1975,1014,7.645,1,0.066809761,13,41.7112,9,1999,1,0,1,1,14
2362,1014,7.645,1,0.066977783,13,43.0112,3,2009,1,2,2,1,4
2475,1014,7.645,1,0.066383024,13,42.6112,5,1985,1,2,3,1,28
3073,1014,7.645,1,0.06665054,13,41.1112,1,1987,0,2,1,1,26
5327,1014,7.645,1,0.111652253,13,44.2112,0,1998,2,2,0,1,15
1174,253,18.35,0,0.099263089,6,93.4462,9,1999,1,0,1,1,14
1215,253,18.35,0,0.099109001,6,92.9462,8,1997,2,0,1,1,16
2645,253,18.35,0,0.099669602,6,92.9462,2,2007,2,1,1,1,6
3908,253,18.35,0,0.16588815,6,92.0462,0,1998,2,2,0,1,15
4305,253,18.35,0,0.09951272900000001,6,94.4462,3,2009,1,2,2,1,4
2805,1079,18.25,0,0.08896234900000001,5,195.6452,9,1999,1,0,1,1,14
5144,1079,18.25,0,0.089326677,5,196.7452,2,2007,2,1,1,1,6
598,1414,7.235,0,0.076483451,9,117.3492,5,1985,1,2,3,2,28
1126,1414,7.235,0,0.128640565,9,114.6492,0,1998,2,2,0,2,15
2975,1414,7.235,0,0.077168705,9,114.3492,3,2009,1,2,2,2,4
726,75,10.8,0,0.058551954,7,72.638,7,2002,2,1,1,0,11
1346,75,10.8,0,0.058150482999999996,7,74.138,5,1985,1,2,3,0,28
1605,75,10.8,0,0.058671482999999996,7,73.83800000000001,3,2009,1,2,2,0,4
1950,75,10.8,0,0.058422401,7,75.238,6,2004,2,1,1,0,9
2575,75,10.8,0,0.058384822999999995,7,74.83800000000001,1,1987,0,2,1,0,26
5039,75,10.8,0,0.058763973,7,72.238,2,2007,2,1,1,0,6
211,1280,10.695,0,0.111641021,9,38.8848,4,1985,2,0,0,2,28
247,1280,10.695,0,0.063862271,9,38.1848,9,1999,1,0,1,2,14
1458,1280,10.695,0,0.052442901571428564,9,36.2848,5,1985,1,2,3,2,28
3155,1280,10.695,0,0.063710075,9,36.4848,1,1987,0,2,1,2,26
3670,1280,10.695,0,0.063763137,9,36.5848,8,1997,2,0,1,2,16
4335,1280,10.695,0,0.052442901571428564,9,37.4848,7,2002,2,1,1,2,11
5105,1280,10.695,0,0.064123807,9,36.9848,2,2007,2,1,1,2,6
2208,582,13.85,1,0.056045843,2,232.83,5,1985,1,2,3,1,28
4295,582,13.85,1,0.056307919000000005,2,231.83,6,2004,2,1,1,1,9
4723,582,13.85,1,0.056318568,2,234.03,8,1997,2,0,1,1,16
1536,179,10.5,1,0.11665173300000001,0,162.421,6,2004,2,1,1,1,9
3884,179,10.5,1,0.116855192,0,163.621,9,1999,1,0,1,1,14
5175,179,10.5,1,0.20428075399999998,0,162.221,4,1985,2,0,0,1,28
514,865,5.735,0,0.05704978,6,175.037,9,1999,1,0,1,1,14
790,865,5.735,0,0.057283416,6,177.83700000000002,2,2007,2,1,1,1,6
1562,865,5.735,0,0.095341405,6,178.037,0,1998,2,2,0,1,15
2633,865,5.735,0,0.057076739,6,175.737,7,2002,2,1,1,1,11
2916,865,5.735,0,0.099731744,6,177.937,4,1985,2,0,0,1,28
3932,865,5.735,0,0.056913819000000004,6,177.037,1,1987,0,2,1,1,26
4677,865,5.735,0,0.057193256,6,174.437,3,2009,1,2,2,1,4
922,1286,12.1,0,0.01542162,9,162.5526,1,1987,0,2,1,2,26
1506,1286,12.1,0,0.015431545,9,162.7526,6,2004,2,1,1,2,9
2828,1286,12.1,0,0.015434463999999998,9,164.7526,8,1997,2,0,1,2,16
4851,1286,12.1,0,0.015465765,9,165.0526,7,2002,2,1,1,2,11
2932,663,7.895,1,0.061299600999999995,2,55.4588,7,2002,2,1,1,1,11
3300,663,7.895,1,0.061175535,2,58.6588,8,1997,2,0,1,1,16
3510,663,7.895,1,0.061521569000000005,2,55.3588,2,2007,2,1,1,1,6
5126,663,7.895,1,0.06087929,2,56.1588,5,1985,1,2,3,1,28
1467,558,13.35,0,0.06448577,13,239.4564,0,1998,2,2,0,1,15
4528,558,13.35,0,0.038586582,13,238.0564,9,1999,1,0,1,1,14
4749,558,13.35,0,0.038526684,13,238.3564,8,1997,2,0,1,1,16
1961,140,9.3,0,0.042291450999999994,7,122.7388,8,1997,2,0,1,0,16
4322,140,9.3,0,0.074046871,7,125.8388,4,1985,2,0,0,0,28
482,1199,20.2,1,0.120667057,13,94.6752,5,1985,1,2,3,1,28
2724,700,11.1,0,0.177212413,0,158.1604,2,2007,2,1,1,1,6
3608,700,11.1,0,0.11804863533333333,0,160.4604,4,1985,2,0,0,1,28
5065,700,11.1,0,0.176933493,0,159.1604,3,2009,1,2,2,1,4
363,1479,9.1,0,0.08045572599999999,9,47.3718,7,2002,2,1,1,2,11
1198,1479,9.1,0,0.08029289,9,48.1718,8,1997,2,0,1,2,16
1228,1479,9.1,0,0.079904068,9,47.5718,5,1985,1,2,3,2,28
4817,1479,9.1,0,0.080226072,9,45.7718,1,1987,0,2,1,2,26
5609,745,13.65,1,0.080249973,5,259.4936,5,1985,1,2,3,1,28
2097,54,8.88,0,0.087272074,7,151.9682,2,2007,2,1,1,0,6
3557,54,8.88,0,0.145253944,7,150.6682,0,1998,2,2,0,0,15
3291,57,14.15,0,0.095917719,14,171.8106,2,2007,2,1,1,0,6
5428,57,14.15,0,0.09552650800000001,14,170.6106,9,1999,1,0,1,0,14
5616,57,14.15,0,0.095766751,14,170.2106,3,2009,1,2,2,0,4
36,899,9.0,0,0.078961284,3,80.3644,5,1985,1,2,3,1,28
3474,899,9.0,0,0.079345519,3,77.0644,8,1997,2,0,1,1,16
3716,899,9.0,0,0.07946888,3,79.6644,9,1999,1,0,1,1,14
4820,899,9.0,0,0.138923761,3,78.4644,4,1985,2,0,0,1,28
87,205,19.2,1,0.0055886009999999995,15,225.5062,8,1997,2,0,1,1,16
2400,205,19.2,1,0.005587545,15,226.3062,6,2004,2,1,1,1,9
4480,205,19.2,1,0.009354173,15,226.0062,0,1998,2,2,0,1,15
4488,205,19.2,1,0.00559729,15,224.8062,9,1999,1,0,1,1,14
663,295,12.85,0,0.10819264099999999,6,231.2642,8,1997,2,0,1,1,16
993,295,12.85,0,0.108172183,6,234.2642,6,2004,2,1,1,1,9
1502,295,12.85,0,0.181092301,6,231.6642,0,1998,2,2,0,1,15
3003,295,12.85,0,0.1011635954,6,233.3642,2,2007,2,1,1,1,6
5256,295,12.85,0,0.108360852,6,230.6642,9,1999,1,0,1,1,14
763,831,17.35,1,0.062949401,0,88.98299999999999,9,1999,1,0,1,1,14
876,831,17.35,1,0.06310771400000001,0,91.28299999999999,3,2009,1,2,2,1,4
1826,831,17.35,1,0.06285168299999999,0,90.583,8,1997,2,0,1,1,16
3667,831,17.35,1,0.110045184,0,90.583,4,1985,2,0,0,1,28
3577,1496,18.85,0,0.016029548,8,129.9626,5,1985,1,2,3,2,28
4717,1496,18.85,0,0.0120742145,8,132.5626,7,2002,2,1,1,2,11
4827,1496,18.85,0,0.016173165,8,131.1626,3,2009,1,2,2,2,4
5604,1496,18.85,0,0.016094145,8,130.7626,1,1987,0,2,1,2,26
902,345,18.6,0,0.015801675,13,152.4366,7,2002,2,1,1,1,11
3621,345,18.6,0,0.015833933,13,150.6366,3,2009,1,2,2,1,4
4029,345,18.6,0,0.015794211000000002,13,152.0366,9,1999,1,0,1,1,14
1386,169,14.85,1,0.054056872,0,123.2072,3,2009,1,2,2,1,4
4204,169,14.85,1,0.053946745,0,120.5072,7,2002,2,1,1,1,11
4912,169,14.85,1,0.053792757999999996,0,121.0072,1,1987,0,2,1,1,26
5480,169,14.85,1,0.05382738,0,124.1072,6,2004,2,1,1,1,9
5192,586,17.1,0,0.128307691,6,111.3886,1,1987,0,2,1,1,26
2070,863,10.195,1,0.14689096,5,141.2838,9,1999,1,0,1,1,14
2861,863,10.195,1,0.14595271699999998,5,138.8838,5,1985,1,2,3,1,28
697,242,14.5,1,0.041332726,3,40.1454,7,2002,2,1,1,1,11
1987,242,14.5,1,0.041241272,3,41.2454,6,2004,2,1,1,1,9
2869,400,15.25,0,0.08938186599999999,5,214.2192,5,1985,1,2,3,1,28
3761,400,15.25,0,0.089799825,5,216.4192,6,2004,2,1,1,1,9
5623,400,15.25,0,0.090182684,5,214.4192,3,2009,1,2,2,1,4
1052,906,9.285,1,0.036779867,13,159.1578,4,1985,2,0,0,1,28
1214,906,9.285,1,0.021092185,13,160.8578,3,2009,1,2,2,1,4
1355,906,9.285,1,0.021125435,13,159.7578,2,2007,2,1,1,1,6
4859,906,9.285,1,0.020904887,13,158.9578,5,1985,1,2,3,1,28
440,811,6.195,1,0.109596256,0,118.8098,7,2002,2,1,1,1,11
1059,811,6.195,1,0.109374441,0,119.6098,8,1997,2,0,1,1,16
1713,811,6.195,1,0.10935376,0,120.4098,6,2004,2,1,1,1,9
1724,811,6.195,1,0.108844791,0,118.5098,5,1985,1,2,3,1,28
2044,811,6.195,1,0.109993108,0,122.3098,2,2007,2,1,1,1,6
4154,811,6.195,1,0.109283423,0,121.9098,1,1987,0,2,1,1,26
4524,811,6.195,1,0.10954449,0,120.4098,9,1999,1,0,1,1,14
5535,811,6.195,1,0.109819987,0,120.6098,3,2009,1,2,2,1,4
1104,1336,19.85,0,0.026021371,9,49.2376,7,2002,2,1,1,2,11
5641,1336,19.85,0,0.02600908,9,49.8376,9,1999,1,0,1,2,14
492,1275,16.6,0,0.027635128999999998,9,178.8344,7,2002,2,1,1,2,11
2280,1275,16.6,0,0.027445643999999998,9,177.0344,5,1985,1,2,3,2,28
3722,1275,16.6,0,0.027691544,9,179.2344,3,2009,1,2,2,2,4
5534,1275,16.6,0,0.027735197000000003,9,177.9344,2,2007,2,1,1,2,6
930,8,5.92,1,0.03213687,14,49.1692,0,1998,2,2,0,0,15
2065,8,5.92,1,0.019196373,14,50.3692,6,2004,2,1,1,0,9
4264,8,5.92,1,0.019229853999999998,14,47.5692,9,1999,1,0,1,0,14
671,579,10.8,0,0.04992156,6,246.0144,3,2009,1,2,2,1,4
3727,579,10.8,0,0.02496078,6,243.4144,9,1999,1,0,1,1,14
1080,1019,10.3,0,0.14646889400000002,10,102.6648,7,2002,2,1,1,1,11
2811,1019,10.3,0,0.146050812,10,102.0648,1,1987,0,2,1,1,26
3954,1019,10.3,0,0.146144813,10,104.4648,6,2004,2,1,1,1,9
1659,415,6.13,0,0.10276898400000001,6,54.7298,2,2007,2,1,1,1,6
2381,415,6.13,0,0.10210591,6,52.9298,1,1987,0,2,1,1,26
2687,415,6.13,0,0.102398197,6,52.7298,7,2002,2,1,1,1,11
1990,52,17.25,0,0.037243966,14,165.2526,9,1999,1,0,1,0,14
2646,52,17.25,0,0.037186151,14,164.3526,8,1997,2,0,1,0,16
4824,52,17.25,0,0.062241994,14,162.7526,0,1998,2,2,0,0,15
1628,849,17.85,0,0.08739586699999999,1,194.2794,1,1987,0,2,1,1,26
2346,849,17.85,0,0.087646045,1,194.3794,7,2002,2,1,1,1,11
3574,849,17.85,0,0.08746865599999999,1,195.7794,8,1997,2,0,1,1,16
5301,849,17.85,0,0.087452117,1,193.1794,6,2004,2,1,1,1,9
5303,849,17.85,0,0.153146326,1,194.2794,4,1985,2,0,0,1,28
424,885,17.75,1,0.029629236,6,140.1838,1,1987,0,2,1,1,26
1435,885,17.75,1,0.051920175,6,140.9838,4,1985,2,0,0,1,28
5494,885,17.75,1,0.029774711000000002,6,140.0838,3,2009,1,2,2,1,4
2952,236,15.6,0,0.04494821,4,240.3854,1,1987,0,2,1,1,26
3004,236,15.6,0,0.04497714,4,243.0854,6,2004,2,1,1,1,9
3523,236,15.6,0,0.044985646,4,242.4854,8,1997,2,0,1,1,16
4661,236,15.6,0,0.045240103,4,241.7854,2,2007,2,1,1,1,6
459,1016,16.7,1,0.06515468933333333,0,99.6384,9,1999,1,0,1,1,14
1790,1016,16.7,1,0.101891731,0,98.7384,0,1998,2,2,0,1,15
1979,1016,16.7,1,0.06057989,0,100.5384,5,1985,1,2,3,1,28
2962,1016,16.7,1,0.060998134,0,97.2384,7,2002,2,1,1,1,11
4830,1016,16.7,1,0.106583703,0,96.7384,4,1985,2,0,0,1,28
5356,1016,16.7,1,0.060874678,0,99.9384,8,1997,2,0,1,1,16
787,1295,16.0,0,0.099539874,9,212.3902,3,2009,1,2,2,2,4
3704,1295,16.0,0,0.09969679,9,214.3902,2,2007,2,1,1,2,6
5315,1295,16.0,0,0.098655965,9,212.9902,5,1985,1,2,3,2,28
61,606,20.7,1,0.047760002,4,214.9876,2,2007,2,1,1,1,6
3077,606,20.7,1,0.047261392,4,213.5876,5,1985,1,2,3,1,28
3632,606,20.7,1,0.08315126,4,212.7876,4,1985,2,0,0,1,28
873,1298,12.5,0,0.103603094,9,169.1448,9,1999,1,0,1,2,14
1624,1298,12.5,0,0.103863648,9,168.8448,3,2009,1,2,2,2,4
2445,1298,12.5,0,0.103356186,9,168.9448,1,1987,0,2,1,2,26
3239,1298,12.5,0,0.181114059,9,168.8448,4,1985,2,0,0,2,28
